source,source_geo_id,source_geo_name,source_geo_type,canonical_geo_id,match_method,confidence_score,notes
zillow,395095,"Show Low, AZ",msa,metro_43320,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AZ
zillow,394537,"Dothan, AL",msa,metro_20020,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AL
zillow,753927,"Winnemucca, NV",msa,metro_49080,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NV
zillow,394336,"Ardmore, OK",msa,metro_11620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OK
zillow,394973,"Peru, IN",msa,metro_37940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394750,"Kinston, NC",msa,metro_28820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,395070,"Savannah, GA",msa,metro_42340,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=GA
zillow,394942,"Orangeburg, SC",msa,metro_36700,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=SC
zillow,394893,"Muncie, IN",msa,metro_34620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394899,"Nacogdoches, TX",msa,metro_34860,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394309,"Albemarle, NC",msa,metro_10620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,394778,"Lawrence, KS",msa,metro_29940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=KS
zillow,394382,"Bennington, VT",msa,metro_13540,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=VT
zillow,394369,"Bay City, MI",msa,metro_13020,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MI
zillow,394405,"Boulder, CO",msa,metro_14500,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CO
zillow,394588,"Farmington, NM",msa,metro_22140,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NM
zillow,394344,"Athens, TN",msa,metro_11940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TN
zillow,394854,"Mexico, MO",msa,metro_33020,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MO
zillow,394413,"Brenham, TX",msa,metro_14780,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394906,"New Castle, IN",msa,metro_35220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394915,"Newport, TN",msa,metro_35460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TN
zillow,395073,"Scottsboro, AL",msa,metro_42460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AL
zillow,395084,"Seneca Falls, NY",msa,metro_42900,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NY
zillow,394322,"Altus, OK",msa,metro_11060,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OK
zillow,394331,"Angola, IN",msa,metro_11420,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394743,"Ketchikan, AK",msa,metro_28540,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AK
zillow,394897,"Muskogee, OK",msa,metro_34780,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OK
zillow,394738,"Keene, NH",msa,metro_28300,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NH
zillow,394748,"Kingston, NY",msa,metro_28740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NY
zillow,394494,"Connersville, IN",msa,metro_18220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394378,"Bellingham, WA",msa,metro_13380,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WA
zillow,394692,"Houston, TX",msa,county:00225,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394624,"Gainesville, TX",msa,metro_23620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394772,"Laredo, TX",msa,metro_29700,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394316,"Alice, TX",msa,metro_10860,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394337,"Arkadelphia, AR",msa,metro_11660,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AR
zillow,394572,"Erie, PA",msa,metro_21500,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=PA
zillow,394826,"Marion, IN",msa,metro_31980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394881,"Moscow, ID",msa,metro_34140,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=ID
zillow,394980,"Pine Bluff, AR",msa,metro_38220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AR
zillow,394464,"Chico, CA",msa,metro_17020,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CA
zillow,394922,"North Wilkesboro, NC",msa,metro_35900,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,395066,"Santa Fe, NM",msa,metro_42140,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NM
zillow,395227,"Williston, ND",msa,metro_48780,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=ND
zillow,394999,"Portsmouth, OH",msa,metro_39020,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OH
zillow,394836,"Martinsville, VA",msa,metro_32300,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=VA
zillow,394559,"El Centro, CA",msa,metro_20940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CA
zillow,394568,"Elmira, NY",msa,metro_21300,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NY
zillow,395159,"Toccoa, GA",msa,metro_45740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=GA
zillow,394703,"Idaho Falls, ID",msa,metro_26820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=ID
zillow,394616,"Freeport, IL",msa,metro_23300,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IL
zillow,394871,"Modesto, CA",msa,metro_33700,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CA
zillow,395117,"Springfield, OH",msa,metro_44220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OH
zillow,394300,"Ada, OK",msa,metro_10220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OK
zillow,394562,"Elizabeth City, NC",msa,metro_21020,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,394502,"Corpus Christi, TX",msa,metro_18580,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394693,"Hudson, NY",msa,metro_26460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NY
zillow,394582,"Fairmont, WV",msa,metro_21900,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WV
zillow,394972,"Peoria, IL",msa,metro_37900,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IL
zillow,394536,"Dodge City, KS",msa,metro_19980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=KS
zillow,394885,"Mount Pleasant, MI",msa,metro_34380,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MI
zillow,394923,"Norwalk, OH",msa,metro_35940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OH
zillow,394323,"Amarillo, TX",msa,metro_11100,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394701,"Hutchinson, KS",msa,metro_26740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=KS
zillow,394579,"Evansville, IN",msa,metro_21780,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394462,"Cheyenne, WY",msa,metro_16940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WY
zillow,394397,"Blytheville, AR",msa,metro_14180,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AR
zillow,395087,"Seymour, IN",msa,metro_42980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394954,"Pahrump, NV",msa,metro_37220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NV
zillow,394821,"Manhattan, KS",msa,metro_31740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=KS
zillow,394453,"Chambersburg, PA",msa,metro_16540,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=PA
zillow,394376,"Beeville, TX",msa,metro_13300,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394574,"Espa-¦ola, NM",msa,metro_21580,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NM
zillow,395195,"Visalia, CA",msa,metro_47300,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CA
zillow,394675,"Helena, MT",msa,metro_25740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MT
zillow,395027,"Roanoke Rapids, NC",msa,metro_40260,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,394758,"La Grande, OR",msa,metro_29260,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OR
zillow,394941,"Opelousas, LA",msa,metro_36660,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=LA
zillow,394699,"Huntsville, TX",msa,metro_26660,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394829,"Marquette, MI",msa,metro_32100,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MI
zillow,394315,"Alexandria, MN",msa,metro_10820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MN
zillow,394939,"Oneonta, NY",msa,metro_36580,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NY
zillow,394601,"Forrest City, AR",msa,metro_22620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AR
zillow,394509,"Crossville, TN",msa,metro_18900,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TN
zillow,394773,"Las Cruces, NM",msa,metro_29740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NM
zillow,753920,"Sonora, CA",msa,metro_43760,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CA
zillow,394499,"Corinth, MS",msa,metro_18420,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MS
zillow,395151,"Terre Haute, IN",msa,metro_45460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394515,"Dalton, GA",msa,metro_19140,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=GA
zillow,395173,"Twin Falls, ID",msa,metro_46300,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=ID
zillow,753923,"The Dalles, OR",msa,metro_45520,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OR
zillow,394428,"Burlington, NC",msa,metro_15500,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,394995,"Port St. Lucie, FL",msa,metro_38940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=FL
zillow,394812,"Macomb, IL",msa,metro_31380,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IL
zillow,394388,"Birmingham, AL",msa,metro_13820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AL
zillow,394867,"Missoula, MT",msa,metro_33540,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MT
zillow,394373,"Beaver Dam, WI",msa,metro_13180,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WI
zillow,394883,"Moultrie, GA",msa,metro_34220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=GA
zillow,395154,"Thomaston, GA",msa,metro_45580,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=GA
zillow,394649,"Greensburg, IN",msa,metro_24700,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394391,"Blackfoot, ID",msa,metro_13940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=ID
zillow,395171,"Tuscaloosa, AL",msa,metro_46220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AL
zillow,394368,"Battle Creek, MI",msa,metro_12980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MI
zillow,394967,"Payson, AZ",msa,metro_37740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AZ
zillow,753911,"Ozark, AL",msa,metro_37120,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AL
zillow,394470,"Clarksdale, MS",msa,metro_17260,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MS
zillow,753929,"Zapata, TX",msa,metro_49820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394477,"Clinton, IA",msa,metro_17540,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IA
zillow,394547,"Durango, CO",msa,metro_20420,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CO
zillow,395199,"Walla Walla, WA",msa,metro_47460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WA
zillow,394876,"Montrose, CO",msa,metro_33940,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CO
zillow,394827,"Marion, OH",msa,metro_32020,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OH
zillow,394548,"Durant, OK",msa,metro_20460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OK
zillow,395114,"Springfield, IL",msa,metro_44100,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IL
zillow,394822,"Manitowoc, WI",msa,metro_31820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WI
zillow,394879,"Morgantown, WV",msa,metro_34060,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WV
zillow,394739,"Kendallville, IN",msa,metro_28340,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IN
zillow,394434,"Cambridge, OH",msa,metro_15740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OH
zillow,395034,"Rockingham, NC",msa,metro_40460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,395178,"Urbana, OH",msa,metro_46500,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OH
zillow,394925,"Oak Harbor, WA",msa,metro_36020,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WA
zillow,394359,"Bangor, ME",msa,metro_12620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=ME
zillow,394840,"Mayfield, KY",msa,metro_32460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=KY
zillow,394469,"Clarksburg, WV",msa,metro_17220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WV
zillow,394589,"Fayetteville, NC",msa,metro_22180,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,395007,"Pueblo, CO",msa,metro_39380,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CO
zillow,394414,"Brevard, NC",msa,metro_14820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,394687,"Hood River, OR",msa,metro_26220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OR
zillow,394933,"Oil City, PA",msa,metro_36340,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=PA
zillow,395008,"Pullman, WA",msa,metro_39420,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WA
zillow,394431,"Cadillac, MI",msa,metro_15620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MI
zillow,395229,"Wilmington, NC",msa,metro_48900,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,394848,"Medford, OR",msa,metro_32780,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OR
zillow,394410,"Brainerd, MN",msa,metro_14660,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MN
zillow,394606,"Fort Morgan, CO",msa,metro_22820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CO
zillow,394517,"Danville, KY",msa,metro_19220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=KY
zillow,394671,"Hattiesburg, MS",msa,metro_25620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MS
zillow,395176,"Union City, TN",msa,metro_46460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TN
zillow,394884,"Mount Airy, NC",msa,metro_34340,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,394786,"Lewisburg, TN",msa,metro_30280,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TN
zillow,394527,"Del Rio, TX",msa,metro_19620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,394630,"Gettysburg, PA",msa,metro_23900,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=PA
zillow,394476,"Clewiston, FL",msa,metro_17500,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=FL
zillow,395050,"Salinas, CA",msa,metro_41500,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=CA
zillow,395119,"St. George, UT",msa,metro_41100,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=UT
zillow,395097,"Sidney, OH",msa,metro_43380,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OH
zillow,395051,"Salisbury, MD",msa,metro_41540,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=DE
zillow,753924,"Urban Honolulu, HI",msa,metro_46520,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=HI
zillow,394823,"Mankato, MN",msa,metro_31860,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MN
zillow,394325,"Ames, IA",msa,metro_11180,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=IA
zillow,394446,"Cedar City, UT",msa,metro_16260,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=UT
zillow,395099,"Sikeston, MO",msa,metro_43460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MO
zillow,753908,"Othello, WA",msa,metro_36830,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WA
zillow,394345,"Athens, TX",msa,metro_11980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=TX
zillow,753901,"Ludington, MI",msa,metro_31220,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MI
zillow,394872,"Monroe, LA",msa,metro_33740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=LA
zillow,394635,"Goldsboro, NC",msa,metro_24140,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NC
zillow,395203,"Warren, PA",msa,metro_47620,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=PA
zillow,395047,"Saginaw, MI",msa,metro_40980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MI
zillow,395241,"Yankton, SD",msa,metro_49460,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=SD
zillow,394949,"Owensboro, KY",msa,metro_36980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=KY
zillow,394560,"El Dorado, AR",msa,metro_20980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AR
zillow,394459,"Charlottesville, VA",msa,metro_16820,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=VA
zillow,394919,"Norfolk, NE",msa,metro_35740,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NE
zillow,394816,"Madison, WI",msa,metro_31540,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=WI
zillow,394931,"Ogden, UT",msa,metro_36260,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=UT
zillow,394690,"Houghton, MI",msa,metro_26340,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=MI
zillow,394493,"Concord, NH",msa,metro_18180,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NH
zillow,395160,"Toledo, OH",msa,metro_45780,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=OH
zillow,394614,"Frankfort, KY",msa,metro_23180,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=KY
zillow,394390,"Bismarck, ND",msa,metro_13900,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=ND
zillow,395031,"Rochester, NY",msa,metro_40380,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=NY
zillow,395165,"Troy, AL",msa,metro_45980,manual,0.9500,Story 9.2 generated exact normalized name match; dataset=zhvi; state_code=AL
